1.314154220210475288e-01,-2.260933675776883034e-01,-6.755279625367215379e-01,1.708382393540577748e+00,3.998999999999999777e-01
-5.096406975906850878e-01,-2.260933675776883034e-01,1.088350606309161916e+00,1.260812870149233600e+00,3.299000000000000266e-01
5.079086986184143671e-01,-2.260933675776883034e-01,1.088350606309161916e+00,3.656738233665450255e-01,3.689999999999999947e-01
-7.436770587187779835e-01,-1.554391902096608602e+00,-6.755279625367215379e-01,9.027572514361581479e-01,2.320000000000000118e-01
1.271070745775238819e+00,1.102205166941232051e+00,-6.755279625367215379e-01,1.708382393540577748e+00,5.399000000000000465e-01
-1.994505066505600568e-02,1.102205166941232051e+00,1.088350606309161916e+00,3.656738233665450255e-01,2.998999999999999999e-01
-5.935885227779358342e-01,-2.260933675776883034e-01,-6.755279625367215379e-01,9.027572514361581479e-01,3.149000000000000132e-01
-7.296857545209028961e-01,-2.260933675776883034e-01,-6.755279625367215379e-01,-8.189570002479927557e-02,1.989990000000000092e-01
-7.894667815481873907e-01,-2.260933675776883034e-01,1.088350606309161916e+00,1.866460140100072995e-01,2.119999999999999940e-01
-6.444659925883907681e-01,-2.260933675776883034e-01,-6.755279625367215379e-01,-9.770347468074878083e-01,2.424999999999999933e-01
-7.718220420181784447e-02,1.102205166941232051e+00,-6.755279625367215379e-01,3.656738233665450255e-01,2.399989999999999901e-01
-8.659994861353914912e-04,-2.260933675776883034e-01,-6.755279625367215379e-01,-3.504374140596058229e-01,3.469999999999999751e-01
-1.407790414648865673e-01,-2.260933675776883034e-01,2.852229175155045482e+00,-6.189791280944123564e-01,3.299989999999999868e-01
3.150993255271549831e+00,2.430503701460152488e+00,-6.755279625367215379e-01,-1.872173793590176327e+00,6.998999999999999666e-01
-9.319236970174613610e-01,-2.260933675776883034e-01,1.088350606309161916e+00,-1.335090365520563260e+00,2.599000000000000199e-01
3.807150240922768658e-01,1.102205166941232051e+00,-6.755279625367215379e-01,-7.980069374509500824e-01,4.499000000000000221e-01
-8.657829862638698470e-01,-1.554391902096608602e+00,-6.755279625367215379e-01,-1.245576460842294342e+00,2.998999999999999999e-01
-9.726256728658253525e-01,-2.260933675776883034e-01,1.088350606309161916e+00,-3.504374140596058229e-01,1.998999999999999944e-01
7.737434783780415826e-01,1.102205166941232051e+00,-6.755279625367215379e-01,1.260812870149233600e+00,4.999979999999999980e-01
1.310500784878341429e+00,1.102205166941232051e+00,-6.755279625367215379e-01,7.237294420796204220e-01,5.989999999999999769e-01
-2.972272611320355695e-01,-2.260933675776883034e-01,-6.755279625367215379e-01,8.132433467578892294e-01,2.529000000000000137e-01
-1.433229149554093029e-01,-1.554391902096608602e+00,1.088350606309161916e+00,9.922711561144269554e-01,2.550000000000000044e-01
-5.045529506096395611e-01,-2.260933675776883034e-01,-6.755279625367215379e-01,1.171298965470964681e+00,2.429000000000000048e-01
-4.919959580606761418e-02,1.102205166941232051e+00,-6.755279625367215379e-01,-1.335090365520563260e+00,2.599000000000000199e-01
2.403094449057861848e+00,-2.260933675776883034e-01,-6.755279625367215379e-01,-1.782659888911907409e+00,5.738999999999999657e-01
-1.145609070221372150e+00,-2.260933675776883034e-01,1.088350606309161916e+00,-3.504374140596058229e-01,2.499000000000000110e-01
-6.902557154178002863e-01,-2.260933675776883034e-01,-6.755279625367215379e-01,-8.189570002479927557e-02,4.645000000000000240e-01
6.681727285213474588e-01,-2.260933675776883034e-01,-6.755279625367215379e-01,2.761599186882761625e-01,4.689999999999999725e-01
2.535213495661394756e-01,-2.260933675776883034e-01,-6.755279625367215379e-01,6.342155374013516145e-01,4.749999999999999778e-01
8.093577072453600474e-01,-2.260933675776883034e-01,2.852229175155045482e+00,-1.424604270198832179e+00,2.998999999999999999e-01
-2.056478154732166441e-01,-1.554391902096608602e+00,-6.755279625367215379e-01,-6.189791280944123564e-01,3.498999999999999888e-01
-1.272802744747509651e+00,-2.882690436615528817e+00,-6.755279625367215379e-01,-7.980069374509500824e-01,1.698999999999999955e-01
5.001147032431958045e-02,1.102205166941232051e+00,1.088350606309161916e+00,-9.770347468074878083e-01,3.149000000000000132e-01
1.445326079876047221e+00,-2.260933675776883034e-01,1.088350606309161916e+00,-1.156062556164025423e+00,5.798999999999999710e-01
-2.412620443405351367e-01,1.102205166941232051e+00,-6.755279625367215379e-01,-1.335090365520563260e+00,2.858999999999999875e-01
-7.169663870682890794e-01,-2.260933675776883034e-01,-6.755279625367215379e-01,-1.961687698268445246e+00,2.499000000000000110e-01
-9.688098626300412075e-01,-2.260933675776883034e-01,-6.755279625367215379e-01,-3.504374140596058229e-01,2.298999999999999932e-01
1.670296508883660214e-01,1.102205166941232051e+00,-6.755279625367215379e-01,-8.189570002479927557e-02,3.449999999999999734e-01
2.816473891267808671e+00,1.102205166941232051e+00,1.088350606309161916e+00,9.713210933173843653e-02,5.490000000000000435e-01
2.051877532462072495e-01,1.102205166941232051e+00,-6.755279625367215379e-01,6.342155374013516145e-01,2.869999999999999774e-01
-4.282367458939571603e-01,-1.554391902096608602e+00,1.088350606309161916e+00,4.551877280448138330e-01,3.684999999999999942e-01
3.018549458860717016e-01,-2.260933675776883034e-01,1.088350606309161916e+00,3.656738233665450255e-01,3.299000000000000266e-01
7.203221350770637743e-01,1.102205166941232051e+00,-6.755279625367215379e-01,2.761599186882761625e-01,3.140000000000000013e-01
-1.018415395695234871e+00,-2.260933675776883034e-01,-6.755279625367215379e-01,3.656738233665450255e-01,2.989999999999999880e-01
-1.461049383046193029e+00,-1.554391902096608602e+00,-6.755279625367215379e-01,1.260812870149233600e+00,1.799000000000000044e-01
-1.891126377848187934e-01,1.102205166941232051e+00,-6.755279625367215379e-01,1.708382393540577748e+00,2.998999999999999999e-01
-1.014599585459450726e+00,-2.260933675776883034e-01,1.088350606309161916e+00,1.081785060792695763e+00,2.394999999999999907e-01
